text,label
"Dear Aditi Sharma, On behalf of the leadership team at Persistent Systems, I am pleased to confirm your appointment as Operations Manager at our Noida office. Your compensation will be INR 15,00,000 per annum. Joining date: 1 September 2026. You will report to Vikram Shah. Subject to company policy and payroll deductions. Confirm by 15 September 2026 via hr@mphasis.com. Best regards, Ravi Krishnan, Hiring Team, Persistent Systems.",0
"URGENT HIRING - RapidHire Solutions requires Content Writer immediately. Selected candidates earn Rs. 14,000/month. Pay registration amount Rs. 1259 to confirm your seat. Limited time offer. Kindly pay and confirm within 4 hours. Contact opportunityhub.hr@gmail.com or telegram +91 9782560971.",1
"SELECTED! QuickHire India wants you as Online Data Entry Specialist. Salary Rs. 21,000/month. To receive your offer letter, pay Rs. 2870 screening fee. No interview needed. Respond within 2 hours. Pay and confirm at quickhire.hr@gmail.com. Whatsapp only.",1
"Congratulations! DigiWork India is pleased to offer you Home Based Computer Operator with salary Rs. 25,000 per month. As per company policy, all new hires must pay a laptop fee of Rs. 2075 before joining. Pay before 4 hours or offer will be cancelled. Contact globalwork.recruit@gmail.com.",1
"Dear Arjun Bose, This is to formally offer you the position of Software Engineer at Wipro Technologies, Bengaluru, effective 18 August 2026. Total annual compensation: INR 29,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 20 July 2026. For queries: hr@cognizant.com. Warm regards, Suresh Kumar, Talent Acquisition, Wipro Technologies.",0
"Congratulations! You are selected for Back Office Associate position at OpportunityHub. No interview required. Start immediately. Please pay training fee of Rs. 2870 to confirm. Salary Rs. 14,000/month guaranteed. Respond within 24 hours at globalwork.recruit@gmail.com.",1
"Dear Rohit Gupta, We are pleased to inform you that you have been selected for the position of HR Executive at NexaSoft Technologies. Your annual salary will be INR 15,00,000 as per the offer letter enclosed herewith. Reporting manager: Sunita Rao. Date of joining: 18 August 2026. Kindly acknowledge by 15 September 2026. HR contact: careers@mphasis.com. Regards, Nisha Patel, Human Resources, NexaSoft Technologies.",0
"Dear Kiran Patel, Infosys Limited is happy to confirm your selection as Operations Manager at our Gurugram office. The annual compensation package is INR 35,00,000, subject to company policy and payroll deductions. Your employment is contingent upon successful completion of background checks. Joining date: 5 September 2026. Confirm acceptance by 15 September 2026. Contact: careers@mindtree.com. Best regards, Recruitment Team, Infosys Limited.",0
"Dear Applicant, Your resume was shortlisted for Data Entry Executive at GlobalWork Services. Salary package Rs. 9,000 per annum. Kindly deposit Rs. 2901 as refundable security deposit to our account. Offer valid for next 48 hours only. Pay immediately to globalwork.recruit@gmail.com.",1
"Dear Priya Singh, It is with great pleasure that we offer you the position of Product Manager at IBM India, Pune. Your annual CTC will be INR 13,00,000 per annum. Your reporting manager will be Vikram Shah. We request you to please review the offer carefully and report for joining on 18 August 2026. Please confirm your acceptance of this offer by 5 August 2026. Should you have any questions, please do not hesitate to contact us at careers@mphasis.com. Best regards, Anjali Singh, Talent Acquisition Team, IBM India.",0
"URGENT HIRING - QuickHire India requires Data Entry Executive immediately. Selected candidates earn Rs. 10,000/month. Pay registration amount Rs. 3317 to confirm your seat. Limited time offer. Kindly pay and confirm within 24 hours. Contact easyjob.india@yahoo.com or telegram +91 9185675980.",1
"Dear Applicant, Your resume was shortlisted for Back Office Associate at WorkFromHome Inc. Salary package Rs. 9,000 per annum. Kindly deposit Rs. 2870 as refundable security deposit to our account. Offer valid for next 6 hours only. Pay immediately to techgrow.jobs@yahoo.com.",1
"Dear Arjun Bose, Following your interview on the date mentioned above, we are glad to offer you the role of Business Analyst at Capgemini India with an annual CTC of INR 5,00,000. Your tentative joining date is 22 July 2026. This offer of employment is subject to company policy. Please confirm your acceptance by signing and returning this letter by 30 June 2026. For any questions please contact hr@wipro.com. Sincerely, Ravi Krishnan, HR Department, Capgemini India.",0
"SELECTED! EasyJob Network wants you as Content Writer. Salary Rs. 14,000/month. To receive your offer letter, pay Rs. 855 screening fee. No interview needed. Respond within 2 hours. Pay and confirm at techgrow.jobs@yahoo.com. Whatsapp only.",1
"Dear Suresh Verma, This is to formally offer you the position of Frontend Developer at Persistent Systems, Mumbai, effective 3 October 2026. Total annual compensation: INR 29,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 20 July 2026. For queries: careers@hexaware.com. Warm regards, Deepa Iyer, Talent Acquisition, Persistent Systems.",0
"Dear Rohit Gupta, We are pleased to inform you that you have been selected for the position of Software Engineer at Accenture India. Your annual salary will be INR 30,00,000 as per the offer letter enclosed herewith. Reporting manager: Sunita Rao. Date of joining: 15 July 2026. Kindly acknowledge by 15 September 2026. HR contact: recruitment@tcs.com. Regards, Deepa Iyer, Human Resources, Accenture India.",0
"Dear Meera Nair, This letter confirms the offer of employment extended to you by Hexaware Technologies for the position of Cloud Architect at Delhi. Annual gross salary: INR 32,00,000, inclusive of all components. Employment is contingent upon successful background verification and document submission. Joining date: 18 August 2026. Please respond by 20 July 2026. HR contact: hr@capgemini.com. Sincerely, Ravi Krishnan, Human Resources, Hexaware Technologies.",0
"Dear Applicant, Your resume was shortlisted for Typist at QuickHire India. Salary package Rs. 14,000 per annum. Kindly deposit Rs. 3600 as refundable security deposit to our account. Offer valid for next 48 hours only. Pay immediately to workfromhome.jobs@yahoo.com.",1
"Dear Pooja Agarwal, Following your successful interview process, we are pleased to offer you the position of Operations Manager at Wipro Technologies, Delhi with a CTC of INR 27,00,000 per annum. This offer is contingent upon satisfactory background verification. Joining date: 22 July 2026. Please confirm by 30 June 2026. For any questions, reach our HR at talent@cognizant.com. Sincerely, Arjun Verma, HR Manager, Wipro Technologies.",0
"Dear Job Seeker, GlobalWork Services has selected you for the role of Back Office Associate. Annual CTC: Rs. 10,000. To proceed with your joining formalities, pay the processing fee of Rs. 1292 urgently. This is a final deadline offer. Contact: hiringdesk@hotmail.com. Respond today itself.",1
"Dear Deepika Rao, On behalf of the leadership team at Accenture India, I am pleased to confirm your appointment as Product Manager at our Pune office. Your compensation will be INR 15,00,000 per annum. Joining date: 12 August 2026. You will report to Manoj Tiwari. Subject to company policy and payroll deductions. Confirm by 20 July 2026 via recruitment@accenture.com. Best regards, Deepa Iyer, Hiring Team, Accenture India.",0
"Dear Applicant, Your resume was shortlisted for Typist at RapidHire Solutions. Salary package Rs. 21,000 per annum. Kindly deposit Rs. 2366 as refundable security deposit to our account. Offer valid for next 12 hours only. Pay immediately to easyjob.india@yahoo.com.",1
"Dear Applicant, We are glad to inform you that you have been selected without interview for Typist at DigiWork India. Guaranteed job with salary 14,000 per month. Please pay a security deposit of Rs. 2666 before joining. This offer expires in 48 hours. Respond today at opportunityhub.hr@gmail.com.",1
"Congratulations! You are selected for Customer Support Executive position at InstantJobs Ltd. No interview required. Start immediately. Please pay training fee of Rs. 2666 to confirm. Salary Rs. 15,000/month guaranteed. Respond within 2 hours at opportunityhub.hr@gmail.com.",1
"SELECTED! FastTrack Careers wants you as Online Data Entry Specialist. Salary Rs. 8,000/month. To receive your offer letter, pay Rs. 2901 screening fee. No interview needed. Respond within 2 hours. Pay and confirm at globalwork.recruit@gmail.com. Whatsapp only.",1
"Congratulations! InstantJobs Ltd is pleased to offer you Data Entry Executive with salary Rs. 10,000 per month. As per company policy, all new hires must pay a laptop fee of Rs. 1069 before joining. Pay before 4 hours or offer will be cancelled. Contact techgrow.jobs@yahoo.com.",1
"Dear Swati Mishra, It is with great pleasure that we offer you the position of Frontend Developer at Mindtree Ltd, Noida. Your annual CTC will be INR 11,00,000 per annum. Your reporting manager will be Rajesh Pillai. We request you to please review the offer carefully and report for joining on 22 July 2026. Please confirm your acceptance of this offer by 10 August 2026. Should you have any questions, please do not hesitate to contact us at talent@accenture.com. Best regards, Suresh Kumar, Talent Acquisition Team, Mindtree Ltd.",0
"Dear Applicant, Your resume was shortlisted for Work From Home Operator at RapidHire Solutions. Salary package Rs. 12,000 per annum. Kindly deposit Rs. 1259 as refundable security deposit to our account. Offer valid for next 6 hours only. Pay immediately to opportunityhub.hr@gmail.com.",1
"URGENT HIRING - QuickHire India requires Home Based Computer Operator immediately. Selected candidates earn Rs. 10,000/month. Pay registration amount Rs. 3600 to confirm your seat. Limited time offer. Kindly pay and confirm within 48 hours. Contact opportunityhub.hr@gmail.com or telegram +91 9491735568.",1
"Dear Swati Mishra, On behalf of the leadership team at Tech Mahindra, I am pleased to confirm your appointment as HR Executive at our Pune office. Your compensation will be INR 30,00,000 per annum. Joining date: 10 October 2026. You will report to Manoj Tiwari. Subject to company policy and payroll deductions. Confirm by 5 August 2026 via recruitment@cognizant.com. Best regards, Suresh Kumar, Hiring Team, Tech Mahindra.",0
"Congratulations! You are selected for Typist position at HomeWork Pvt Ltd. No interview required. Start immediately. Please pay training fee of Rs. 1145 to confirm. Salary Rs. 9,000/month guaranteed. Respond within 6 hours at opportunityhub.hr@gmail.com.",1
"Dear Rohit Gupta, On behalf of Tata Consultancy Services, I am delighted to extend this offer of employment for the role of UX Designer. Your compensation will be INR 18,00,000 per annum as per our salary structure, subject to payroll deductions. Your reporting manager will be Rajesh Pillai and your joining date is 18 August 2026. Please sign and return this letter by 15 September 2026. Human resources contact: careers@nexasofttech.com. Regards, Talent Acquisition, Tata Consultancy Services.",0
"Dear Applicant, We are glad to inform you that you have been selected without interview for Work From Home Operator at WorkFromHome Inc. Guaranteed job with salary 12,000 per month. Please pay a security deposit of Rs. 2901 before joining. This offer expires in 24 hours. Respond today at techgrow.jobs@yahoo.com.",1
"Dear Candidate, You have been selected for Home Based Computer Operator at WorkFromHome Inc through our recruitment drive. Salary: Rs. 14,000 CTC per annum. Please transfer the advance fee of Rs. 1522 to confirm your appointment letter. Contact us at easyjob.india@yahoo.com. This offer is valid today itself only.",1
"URGENT HIRING - TechGrow Solutions requires Typist immediately. Selected candidates earn Rs. 15,000/month. Pay registration amount Rs. 3600 to confirm your seat. Limited time offer. Kindly pay and confirm within 6 hours. Contact globalwork.recruit@gmail.com or telegram +91 9185675980.",1
"Dear Meera Nair, Following your successful interview process, we are pleased to offer you the position of Operations Manager at Wipro Technologies, Mumbai with a CTC of INR 5,00,000 per annum. This offer is contingent upon satisfactory background verification. Joining date: 15 July 2026. Please confirm by 15 September 2026. For any questions, reach our HR at hr@infosys.com. Sincerely, Ravi Krishnan, HR Manager, Wipro Technologies.",0
"Dear Ankit Joshi, This letter confirms the offer of employment extended to you by Cognizant Technology for the position of Data Analyst at Bengaluru. Annual gross salary: INR 15,00,000, inclusive of all components. Employment is contingent upon successful background verification and document submission. Joining date: 5 September 2026. Please respond by 25 August 2026. HR contact: talent@ibm.com. Sincerely, Nisha Patel, Human Resources, Cognizant Technology.",0
"Dear Applicant, We are glad to inform you that you have been selected without interview for Data Entry Executive at CareerBoost India. Guaranteed job with salary 21,000 per month. Please pay a security deposit of Rs. 2075 before joining. This offer expires in 12 hours. Respond today at workfromhome.jobs@yahoo.com.",1
"Dear Applicant, Your resume was shortlisted for Customer Support Executive at OpportunityHub. Salary package Rs. 25,000 per annum. Kindly deposit Rs. 2870 as refundable security deposit to our account. Offer valid for next 4 hours only. Pay immediately to workfromhome.jobs@yahoo.com.",1
"Congratulations! InstantJobs Ltd is pleased to offer you Content Writer with salary Rs. 21,000 per month. As per company policy, all new hires must pay a laptop fee of Rs. 2870 before joining. Pay before 48 hours or offer will be cancelled. Contact quickhire.hr@gmail.com.",1
"Dear Arjun Bose, Following your interview on the date mentioned above, we are glad to offer you the role of Product Manager at Accenture India with an annual CTC of INR 13,00,000. Your tentative joining date is 10 October 2026. This offer of employment is subject to company policy. Please confirm your acceptance by signing and returning this letter by 20 July 2026. For any questions please contact careers@wipro.com. Sincerely, Nisha Patel, HR Department, Accenture India.",0
"Dear Sneha Iyer, This is to formally offer you the position of Data Analyst at IBM India, Gurugram, effective 12 August 2026. Total annual compensation: INR 19,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 15 September 2026. For queries: talent@techmahindra.com. Warm regards, Ravi Krishnan, Talent Acquisition, IBM India.",0
"Dear Candidate, Congratulations! You have been selected for the post of Online Data Entry Specialist at TechGrow Solutions. Your salary will be Rs. 9,000 per month. To confirm your appointment, kindly pay a registration fee of Rs. 1145 to our HR department within 6 hours. Contact us immediately at techgrow.jobs@yahoo.com.",1
"Dear Candidate, Congratulations! You have been selected for the post of Data Entry Executive at EasyJob Network. Your salary will be Rs. 11,000 per month. To confirm your appointment, kindly pay a registration fee of Rs. 1337 to our HR department within 24 hours. Contact us immediately at hiringdesk@hotmail.com.",1
"Dear Ankit Joshi, It is with great pleasure that we offer you the position of UX Designer at Tech Mahindra, Delhi. Your annual CTC will be INR 29,00,000 per annum. Your reporting manager will be Kavitha Menon. We request you to please review the offer carefully and report for joining on 10 October 2026. Please confirm your acceptance of this offer by 30 June 2026. Should you have any questions, please do not hesitate to contact us at careers@capgemini.com. Best regards, Priya Sharma, Talent Acquisition Team, Tech Mahindra.",0
"Dear Arjun Bose, This letter confirms the offer of employment extended to you by Tata Consultancy Services for the position of DevOps Engineer at Delhi. Annual gross salary: INR 30,00,000, inclusive of all components. Employment is contingent upon successful background verification and document submission. Joining date: 5 September 2026. Please respond by 5 August 2026. HR contact: recruitment@ibm.com. Sincerely, Rahul Mehta, Human Resources, Tata Consultancy Services.",0
"Dear Applicant, We are glad to inform you that you have been selected without interview for Typist at TechGrow Solutions. Guaranteed job with salary 25,000 per month. Please pay a security deposit of Rs. 1259 before joining. This offer expires in 6 hours. Respond today at globalwork.recruit@gmail.com.",1
"Dear Suresh Verma, Following your interview on the date mentioned above, we are glad to offer you the role of Finance Analyst at NexaSoft Technologies with an annual CTC of INR 27,00,000. Your tentative joining date is 15 July 2026. This offer of employment is subject to company policy. Please confirm your acceptance by signing and returning this letter by 20 July 2026. For any questions please contact hr@hexaware.com. Sincerely, Ravi Krishnan, HR Department, NexaSoft Technologies.",0
"Dear Sneha Iyer, Following your successful interview process, we are pleased to offer you the position of DevOps Engineer at HCL Technologies, Hyderabad with a CTC of INR 13,00,000 per annum. This offer is contingent upon satisfactory background verification. Joining date: 12 August 2026. Please confirm by 15 September 2026. For any questions, reach our HR at talent@cognizant.com. Sincerely, Arjun Verma, HR Manager, HCL Technologies.",0
"Congratulations! You are selected for Typist position at FastTrack Careers. No interview required. Start immediately. Please pay training fee of Rs. 1069 to confirm. Salary Rs. 14,000/month guaranteed. Respond within 24 hours at easyjob.india@yahoo.com.",1
"Dear Job Seeker, WorkFromHome Inc has selected you for the role of Content Writer. Annual CTC: Rs. 25,000. To proceed with your joining formalities, pay the processing fee of Rs. 1522 urgently. This is a final deadline offer. Contact: globalwork.recruit@gmail.com. Respond today itself.",1
"Dear Kiran Patel, Following your interview on the date mentioned above, we are glad to offer you the role of Frontend Developer at Wipro Technologies with an annual CTC of INR 5,00,000. Your tentative joining date is 22 July 2026. This offer of employment is subject to company policy. Please confirm your acceptance by signing and returning this letter by 20 July 2026. For any questions please contact recruitment@wipro.com. Sincerely, Anil Gupta, HR Department, Wipro Technologies.",0
"Dear Arjun Bose, This is to formally offer you the position of Senior Developer at Cognizant Technology, Mumbai, effective 18 August 2026. Total annual compensation: INR 5,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 10 August 2026. For queries: talent@mphasis.com. Warm regards, Rahul Mehta, Talent Acquisition, Cognizant Technology.",0
"Dear Riya Dubey, We are pleased to offer you the position of QA Engineer at Mphasis Limited, Mumbai. Your annual compensation will be INR 13,00,000 per annum, subject to standard payroll deductions and company policy. Your tentative date of joining is 18 August 2026. Please review the attached offer details and confirm your acceptance by 20 July 2026. For any questions, contact us at recruitment@cognizant.com. Best regards, Pooja Nair, HR Team, Mphasis Limited.",0
"Dear Meera Nair, Following your interview on the date mentioned above, we are glad to offer you the role of Senior Developer at Tech Mahindra with an annual CTC of INR 30,00,000. Your tentative joining date is 10 October 2026. This offer of employment is subject to company policy. Please confirm your acceptance by signing and returning this letter by 24 July 2026. For any questions please contact talent@accenture.com. Sincerely, Suresh Kumar, HR Department, Tech Mahindra.",0
"Dear Candidate, You have been selected for Data Entry Executive at QuickHire India through our recruitment drive. Salary: Rs. 25,000 CTC per annum. Please transfer the advance fee of Rs. 3317 to confirm your appointment letter. Contact us at workfromhome.jobs@yahoo.com. This offer is valid today itself only.",1
"Dear Applicant, Your resume was shortlisted for Office Assistant at EasyJob Network. Salary package Rs. 15,000 per annum. Kindly deposit Rs. 1069 as refundable security deposit to our account. Offer valid for next 12 hours only. Pay immediately to techgrow.jobs@yahoo.com.",1
"Dear Rohit Gupta, This letter confirms the offer of employment extended to you by Persistent Systems for the position of Marketing Manager at Bengaluru. Annual gross salary: INR 15,00,000, inclusive of all components. Employment is contingent upon successful background verification and document submission. Joining date: 12 August 2026. Please respond by 15 September 2026. HR contact: recruitment@ibm.com. Sincerely, Rahul Mehta, Human Resources, Persistent Systems.",0
"Dear Candidate, You have been selected for Customer Support Executive at WorkFromHome Inc through our recruitment drive. Salary: Rs. 8,000 CTC per annum. Please transfer the advance fee of Rs. 3612 to confirm your appointment letter. Contact us at fasthire@gmail.com. This offer is valid today itself only.",1
"Dear Priya Singh, Following your successful interview process, we are pleased to offer you the position of Backend Developer at Mphasis Limited, Chennai with a CTC of INR 5,00,000 per annum. This offer is contingent upon satisfactory background verification. Joining date: 1 September 2026. Please confirm by 24 July 2026. For any questions, reach our HR at recruitment@ibm.com. Sincerely, Anjali Singh, HR Manager, Mphasis Limited.",0
"Dear Riya Dubey, On behalf of the leadership team at Infosys Limited, I am pleased to confirm your appointment as Data Analyst at our Chennai office. Your compensation will be INR 32,00,000 per annum. Joining date: 15 July 2026. You will report to Rajesh Pillai. Subject to company policy and payroll deductions. Confirm by 25 August 2026 via hr@cognizant.com. Best regards, Anil Gupta, Hiring Team, Infosys Limited.",0
"Dear Suresh Verma, This is to formally offer you the position of Backend Developer at Persistent Systems, Hyderabad, effective 10 October 2026. Total annual compensation: INR 13,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 20 July 2026. For queries: hr@hcltech.com. Warm regards, Anjali Singh, Talent Acquisition, Persistent Systems.",0
"Dear Arjun Bose, On behalf of Persistent Systems, I am delighted to extend this offer of employment for the role of Marketing Manager. Your compensation will be INR 19,00,000 per annum as per our salary structure, subject to payroll deductions. Your reporting manager will be Rajesh Pillai and your joining date is 22 July 2026. Please sign and return this letter by 24 July 2026. Human resources contact: careers@hcltech.com. Regards, Talent Acquisition, Persistent Systems.",0
"Dear Deepika Rao, This is to formally offer you the position of DevOps Engineer at Infosys Limited, Pune, effective 10 October 2026. Total annual compensation: INR 13,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 25 August 2026. For queries: hr@hexaware.com. Warm regards, Deepa Iyer, Talent Acquisition, Infosys Limited.",0
"Dear Applicant, We are glad to inform you that you have been selected without interview for Form Filling Executive at DigiWork India. Guaranteed job with salary 8,000 per month. Please pay a security deposit of Rs. 1522 before joining. This offer expires in 12 hours. Respond today at techgrow.jobs@yahoo.com.",1
"Dear Aditi Sharma, This letter confirms the offer of employment extended to you by Persistent Systems for the position of UX Designer at Delhi. Annual gross salary: INR 12,00,000, inclusive of all components. Employment is contingent upon successful background verification and document submission. Joining date: 15 July 2026. Please respond by 24 July 2026. HR contact: careers@mindtree.com. Sincerely, Suresh Kumar, Human Resources, Persistent Systems.",0
"Dear Priya Singh, This letter confirms the offer of employment extended to you by NexaSoft Technologies for the position of HR Executive at Hyderabad. Annual gross salary: INR 27,00,000, inclusive of all components. Employment is contingent upon successful background verification and document submission. Joining date: 18 August 2026. Please respond by 20 July 2026. HR contact: talent@techmahindra.com. Sincerely, Arjun Verma, Human Resources, NexaSoft Technologies.",0
"URGENT HIRING - RapidHire Solutions requires Work From Home Operator immediately. Selected candidates earn Rs. 11,000/month. Pay registration amount Rs. 3600 to confirm your seat. Limited time offer. Kindly pay and confirm within 6 hours. Contact fasthire@gmail.com or telegram +91 9398471886.",1
"Dear Priya Singh, Following your successful interview process, we are pleased to offer you the position of Senior Developer at Persistent Systems, Mumbai with a CTC of INR 11,00,000 per annum. This offer is contingent upon satisfactory background verification. Joining date: 15 July 2026. Please confirm by 30 June 2026. For any questions, reach our HR at careers@mindtree.com. Sincerely, Anjali Singh, HR Manager, Persistent Systems.",0
"Dear Pooja Agarwal, Following your successful interview process, we are pleased to offer you the position of Operations Manager at Persistent Systems, Gurugram with a CTC of INR 35,00,000 per annum. This offer is contingent upon satisfactory background verification. Joining date: 1 September 2026. Please confirm by 20 July 2026. For any questions, reach our HR at hr@tcs.com. Sincerely, Deepa Iyer, HR Manager, Persistent Systems.",0
"Dear Swati Mishra, We are pleased to inform you that you have been selected for the position of Marketing Manager at Persistent Systems. Your annual salary will be INR 35,00,000 as per the offer letter enclosed herewith. Reporting manager: Sunita Rao. Date of joining: 10 October 2026. Kindly acknowledge by 15 September 2026. HR contact: hr@nexasofttech.com. Regards, Priya Sharma, Human Resources, Persistent Systems.",0
"Dear Sneha Iyer, Following your successful interview process, we are pleased to offer you the position of Operations Manager at Accenture India, Delhi with a CTC of INR 29,00,000 per annum. This offer is contingent upon satisfactory background verification. Joining date: 5 September 2026. Please confirm by 5 August 2026. For any questions, reach our HR at hr@mindtree.com. Sincerely, Arjun Verma, HR Manager, Accenture India.",0
"SELECTED! CareerBoost India wants you as Data Entry Executive. Salary Rs. 15,000/month. To receive your offer letter, pay Rs. 2666 screening fee. No interview needed. Respond within 48 hours. Pay and confirm at globalwork.recruit@gmail.com. Whatsapp only.",1
"Dear Candidate, Instant joining opportunity! WorkFromHome Inc is hiring for Typist. Salary: Rs. 15,000 per month. To activate your offer, transfer the amount of Rs. 2366 as onboarding fee. Act now - limited positions available. WhatsApp only: +91 9398471886. Contact workfromhome.jobs@yahoo.com immediately.",1
"Congratulations! You are selected for Form Filling Executive position at QuickHire India. No interview required. Start immediately. Please pay training fee of Rs. 2075 to confirm. Salary Rs. 16,000/month guaranteed. Respond within 2 hours at hiringdesk@hotmail.com.",1
"Congratulations! You are selected for Customer Support Executive position at TechGrow Solutions. No interview required. Start immediately. Please pay training fee of Rs. 1145 to confirm. Salary Rs. 12,000/month guaranteed. Respond within 2 hours at opportunityhub.hr@gmail.com.",1
"Dear Varun Mehta, This is to formally offer you the position of UX Designer at Mphasis Limited, Delhi, effective 5 September 2026. Total annual compensation: INR 27,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 15 September 2026. For queries: hr@capgemini.com. Warm regards, Rahul Mehta, Talent Acquisition, Mphasis Limited.",0
"Congratulations! You are selected for Home Based Computer Operator position at HomeWork Pvt Ltd. No interview required. Start immediately. Please pay training fee of Rs. 875 to confirm. Salary Rs. 9,000/month guaranteed. Respond within 2 hours at hiringdesk@hotmail.com.",1
"Dear Arjun Bose, We are pleased to offer you the position of Product Manager at Persistent Systems, Delhi. Your annual compensation will be INR 23,00,000 per annum, subject to standard payroll deductions and company policy. Your tentative date of joining is 10 October 2026. Please review the attached offer details and confirm your acceptance by 24 July 2026. For any questions, contact us at recruitment@hcltech.com. Best regards, Anjali Singh, HR Team, Persistent Systems.",0
"Dear Job Seeker, RapidHire Solutions has selected you for the role of Customer Support Executive. Annual CTC: Rs. 11,000. To proceed with your joining formalities, pay the processing fee of Rs. 1145 urgently. This is a final deadline offer. Contact: opportunityhub.hr@gmail.com. Respond today itself.",1
"Dear Job Seeker, GlobalWork Services has selected you for the role of Customer Support Executive. Annual CTC: Rs. 21,000. To proceed with your joining formalities, pay the processing fee of Rs. 3462 urgently. This is a final deadline offer. Contact: techgrow.jobs@yahoo.com. Respond today itself.",1
"Dear Sneha Iyer, This is to formally offer you the position of QA Engineer at IBM India, Noida, effective 15 July 2026. Total annual compensation: INR 29,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 10 August 2026. For queries: talent@nexasofttech.com. Warm regards, Anjali Singh, Talent Acquisition, IBM India.",0
"Congratulations! InstantJobs Ltd is pleased to offer you Work From Home Operator with salary Rs. 24,000 per month. As per company policy, all new hires must pay a laptop fee of Rs. 3462 before joining. Pay before 6 hours or offer will be cancelled. Contact globalwork.recruit@gmail.com.",1
"Dear Rohit Gupta, We are pleased to inform you that you have been selected for the position of Backend Developer at Mphasis Limited. Your annual salary will be INR 30,00,000 as per the offer letter enclosed herewith. Reporting manager: Sunita Rao. Date of joining: 10 October 2026. Kindly acknowledge by 25 August 2026. HR contact: hr@nexasofttech.com. Regards, Pooja Nair, Human Resources, Mphasis Limited.",0
"Dear Candidate, Congratulations! You have been selected for the post of Form Filling Executive at RapidHire Solutions. Your salary will be Rs. 8,000 per month. To confirm your appointment, kindly pay a registration fee of Rs. 1069 to our HR department within 4 hours. Contact us immediately at quickhire.hr@gmail.com.",1
"Dear Priya Singh, This is to formally offer you the position of Data Scientist at Persistent Systems, Noida, effective 18 August 2026. Total annual compensation: INR 12,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 25 August 2026. For queries: hr@mphasis.com. Warm regards, Nisha Patel, Talent Acquisition, Persistent Systems.",0
"Dear Riya Dubey, This letter confirms the offer of employment extended to you by Mphasis Limited for the position of Finance Analyst at Mumbai. Annual gross salary: INR 9,00,000, inclusive of all components. Employment is contingent upon successful background verification and document submission. Joining date: 22 July 2026. Please respond by 30 June 2026. HR contact: careers@capgemini.com. Sincerely, Priya Sharma, Human Resources, Mphasis Limited.",0
"Dear Candidate, Instant joining opportunity! FastTrack Careers is hiring for Data Entry Executive. Salary: Rs. 24,000 per month. To activate your offer, transfer the amount of Rs. 1292 as onboarding fee. Act now - limited positions available. WhatsApp only: +91 9995619255. Contact opportunityhub.hr@gmail.com immediately.",1
"Dear Job Seeker, HomeWork Pvt Ltd has selected you for the role of Work From Home Operator. Annual CTC: Rs. 16,000. To proceed with your joining formalities, pay the processing fee of Rs. 855 urgently. This is a final deadline offer. Contact: easyjob.india@yahoo.com. Respond today itself.",1
"Dear Varun Mehta, We are pleased to offer you the position of Frontend Developer at Accenture India, Mumbai. Your annual compensation will be INR 13,00,000 per annum, subject to standard payroll deductions and company policy. Your tentative date of joining is 18 August 2026. Please review the attached offer details and confirm your acceptance by 20 July 2026. For any questions, contact us at recruitment@hcltech.com. Best regards, Pooja Nair, HR Team, Accenture India.",0
"URGENT HIRING - InstantJobs Ltd requires Office Assistant immediately. Selected candidates earn Rs. 15,000/month. Pay registration amount Rs. 4263 to confirm your seat. Limited time offer. Kindly pay and confirm within 6 hours. Contact easyjob.india@yahoo.com or telegram +91 9508157429.",1
"Dear Applicant, Your resume was shortlisted for Form Filling Executive at FastTrack Careers. Salary package Rs. 9,000 per annum. Kindly deposit Rs. 855 as refundable security deposit to our account. Offer valid for next 2 hours only. Pay immediately to easyjob.india@yahoo.com.",1
"Dear Swati Mishra, This is to formally offer you the position of Data Analyst at Hexaware Technologies, Noida, effective 22 July 2026. Total annual compensation: INR 19,00,000 subject to standard deductions. Benefits include health insurance, PF, and gratuity as per company policy. Please review and sign the enclosed documents by 25 August 2026. For queries: recruitment@mindtree.com. Warm regards, Anjali Singh, Talent Acquisition, Hexaware Technologies.",0
"Dear Applicant, Your resume was shortlisted for Work From Home Operator at InstantJobs Ltd. Salary package Rs. 8,000 per annum. Kindly deposit Rs. 4263 as refundable security deposit to our account. Offer valid for next 24 hours only. Pay immediately to workfromhome.jobs@yahoo.com.",1
